2023-11-23 10:23:57.233324
1
AccelZ,1.019
GyroX,-0.298
GyroY,0.210
GyroZ,0.087

65
AccelX,0.013
AccelY,-0.004
AccelZ,1.017
GyroX,-0.228
GyroY,0.228
GyroZ,0.157

66
AccelX,0.014
AccelY,-0.004
AccelZ,1.019
GyroX,-0.280
GyroY,0.210
GyroZ,0.052

67
AccelX,0.013
AccelY,-0.003
AccelZ,1.019
GyroX,-0.245
GyroY,0.228
GyroZ,0.175

68
AccelX,0.013
AccelY,0.000
AccelZ,1.019
GyroX,-0.228
GyroY,0.175
GyroZ,0.245

69
AccelX,0.013
AccelY,-0.002
AccelZ,1.020
GyroX,-0.280
GyroY,0.175
GyroZ,-0.018

70
AccelX,0.013
AccelY,-0.002
AccelZ,1.018
GyroX,-0.245
GyroY,0.228
GyroZ,0.087

71
AccelX,0.011
AccelY,-0.004
AccelZ,1.020
GyroX,-0.245
GyroY,0.192
GyroZ,0.140

72
AccelX,0.013
AccelY,-0.002
AccelZ,1.018
GyroX,-0.262
GyroY,0.210
GyroZ,0.070

73
AccelX,0.013
AccelY,-0.002
AccelZ,1.018
GyroX,-0.210
GyroY,0.140
GyroZ,0.105

74
AccelX,0.012
AccelY,-0.002
AccelZ,1.019
GyroX,-0.280
GyroY,0.245
GyroZ,0.070

75
AccelX,0.013
AccelY,-0.000
AccelZ,1.017
GyroX,-0.175
GyroY,0.175
GyroZ,0.192

76
AccelX,0.011
AccelY,-0.001
AccelZ,1.016
GyroX,-0.140
GyroY,0.140
GyroZ,-0.035

77
AccelX,0.012
AccelY,-0.001
AccelZ,1.022
GyroX,-0.280
GyroY,0.262
GyroZ,0.105

78
AccelX,0.011
AccelY,-0.004
AccelZ,1.019
GyroX,-0.280
GyroY,0.157
GyroZ,0.123

79
AccelX,0.013
AccelY,-0.002
AccelZ,1.019
GyroX,-0.455
GyroY,0.333
GyroZ,-0.035

80
AccelX,0.012
AccelY,-0.004
AccelZ,1.016
GyroX,-0.157
GyroY,0.175
GyroZ,0.315

81
AccelX,0.013
AccelY,-0.001
AccelZ,1.020
GyroX,-0.315
GyroY,0.228
GyroZ,0.280

82
AccelX,0.014
AccelY,-0.001
AccelZ,1.020
GyroX,-0.350
GyroY,0.157
GyroZ,0.228

83
AccelX,0.011
AccelY,-0.002
AccelZ,1.017
GyroX,-0.262
GyroY,0.192
GyroZ,0.087

84
AccelX,0.013
AccelY,-0.003
AccelZ,1.020
GyroX,-0.228
GyroY,0.157
GyroZ,0.157

85
AccelX,0.011
AccelY,0.000
AccelZ,1.021
GyroX,-0.175
GyroY,0.192
GyroZ,0.175

86
AccelX,0.013
AccelY,-0.002
AccelZ,1.021
GyroX,-0.298
GyroY,0.210
GyroZ,0.000

87
AccelX,0.012
AccelY,-0.002
AccelZ,1.018
GyroX,-0.298
GyroY,0.245
GyroZ,0.105

88
AccelX,0.011
AccelY,-0.003
AccelZ,1.018
GyroX,-0.175
GyroY,0.245
GyroZ,0.157

89
AccelX,0.013
AccelY,-0.002
AccelZ,1.022
GyroX,-0.157
GyroY,0.298
GyroZ,0.070

90
AccelX,0.012
AccelY,-0.001
AccelZ,1.019
GyroX,-0.333
GyroY,0.262
GyroZ,0.052

91
AccelX,0.012
AccelY,-0.001
AccelZ,1.020
GyroX,-0.262
GyroY,0.210
GyroZ,0.070

92
AccelX,0.012
AccelY,-0.002
AccelZ,1.018
GyroX,-0.333
GyroY,0.262
GyroZ,0.035

93
AccelX,0.012
AccelY,-0.004
AccelZ,1.018
GyroX,-0.262
GyroY,0.262
GyroZ,0.123

94
AccelX,0.016
AccelY,0.000
AccelZ,1.020
GyroX,-0.350
GyroY,0.157
GyroZ,0.070

95
AccelX,0.013
AccelY,-0.003
AccelZ,1.018
GyroX,-0.228
GyroY,0.228
GyroZ,0.087

96
AccelX,0.011
AccelY,-0.000
AccelZ,1.018
GyroX,-0.280
GyroY,0.157
GyroZ,0.175

97
AccelX,0.013
AccelY,-0.001
AccelZ,1.019
GyroX,-0.333
GyroY,0.280
GyroZ,0.052

98
AccelX,0.016
AccelY,-0.004
AccelZ,1.020
GyroX,-0.245
GyroY,0.228
GyroZ,0.175

99
AccelX,0.014
AccelY,-0.002
AccelZ,1.018
GyroX,-0.228
GyroY,0.192
GyroZ,0.052

100
AccelX,0.015
AccelY,-0.002
AccelZ,1.020
GyroX,-0.210
GyroY,0.315
GyroZ,0.018

101
AccelX,0.011
AccelY,-0.003
AccelZ,1.020
GyroX,-0.280
GyroY,0.280
GyroZ,0.123

102
AccelX,0.012
AccelY,-0.003
AccelZ,1.020
GyroX,-0.280
GyroY,0.192
GyroZ,0.087

103
AccelX,0.012
AccelY,-0.004
AccelZ,1.017
GyroX,-0.175
GyroY,0.228
GyroZ,0.087

104
AccelX,0.012
AccelY,-0.003
AccelZ,1.019
GyroX,-0.210
GyroY,0.175
GyroZ,0.175

105
AccelX,0.013
AccelY,-0.003
AccelZ,1.020
GyroX,-0.298
GyroY,0.157
GyroZ,0.105

106
AccelX,0.011
AccelY,-0.002
AccelZ,1.019
GyroX,-0.175
GyroY,0.245
GyroZ,0.052

107
AccelX,0.011
AccelY,-0.003
AccelZ,1.018
GyroX,-0.192
GyroY,0.228
GyroZ,0.105

108
AccelX,0.011
AccelY,-0.004
AccelZ,1.017
GyroX,-0.262
GyroY,0.210
GyroZ,0.105

109
AccelX,0.011
AccelY,-0.001
AccelZ,1.019
GyroX,-0.368
GyroY,0.210
GyroZ,0.070

110
AccelX,0.013
AccelY,-0.001
AccelZ,1.018
GyroX,-0.245
GyroY,0.262
GyroZ,0.052

111
AccelX,0.011
AccelY,-0.003
AccelZ,1.020
GyroX,-0.175
GyroY,0.228
GyroZ,0.210

112
AccelX,0.014
AccelY,-0.002
AccelZ,1.018
GyroX,-0.298
GyroY,0.228
GyroZ,0.175

113
AccelX,0.015
AccelY,-0.002
AccelZ,1.018
GyroX,-0.280
GyroY,0.210
GyroZ,0.105

114
AccelX,0.015
AccelY,-0.002
AccelZ,1.020
GyroX,-0.350
GyroY,0.210
GyroZ,0.175

115
AccelX,0.014
AccelY,-0.002
AccelZ,1.018
GyroX,-0.298
GyroY,0.333
GyroZ,0.087

116
AccelX,0.012
AccelY,-0.001
AccelZ,1.020
GyroX,-0.262
GyroY,0.175
GyroZ,0.140

117
AccelX,0.011
AccelY,-0.004
AccelZ,1.019
GyroX,-0.228
GyroY,0.262
GyroZ,0.052

118
AccelX,0.011
AccelY,-0.003
AccelZ,1.021
GyroX,-0.333
GyroY,0.175
GyroZ,-0.018

119
AccelX,0.013
AccelY,-0.003
AccelZ,1.020
GyroX,-0.228
GyroY,0.192
GyroZ,0.140

120
AccelX,0.012
AccelY,-0.000
AccelZ,1.020
GyroX,-0.262
GyroY,0.175
GyroZ,0.175

121
AccelX,0.013
AccelY,-0.002
AccelZ,1.018
GyroX,-0.315
GyroY,0.210
GyroZ,0.157

122
AccelX,0.011
AccelY,-0.003
AccelZ,1.020
GyroX,-0.333
GyroY,0.262
GyroZ,0.018

123
AccelX,0.014
AccelY,-0.001
AccelZ,1.018
GyroX,-0.228
GyroY,0.210
GyroZ,0.245

124
AccelX,0.013
AccelY,-0.002
AccelZ,1.020
GyroX,-0.280
GyroY,0.210
GyroZ,0.052

125
AccelX,0.012
AccelY,-0.001
AccelZ,1.019
GyroX,-0.315
GyroY,0.245
GyroZ,0.035

126
AccelX,0.013
AccelY,-0.004
AccelZ,1.017
GyroX,-0.333
GyroY,0.262
GyroZ,0.105

127
AccelX,0.013
AccelY,-0.001
AccelZ,1.021
GyroX,-0.245
GyroY,0.210
GyroZ,0.035

128
AccelX,0.011
AccelY,-0.002
AccelZ,1.020
GyroX,-0.245
GyroY,0.245
GyroZ,0.192

129
AccelX,0.012
AccelY,-0.002
AccelZ,1.019
GyroX,-0.280
GyroY,0.192
GyroZ,0.087

130
AccelX,0.013
AccelY,-0.001
AccelZ,1.019
GyroX,-0.210
GyroY,0.192
GyroZ,0.123

131
AccelX,0.012
AccelY,0.000
AccelZ,1.019
GyroX,-0.245
GyroY,0.228
GyroZ,0.070

132
AccelX,0.012
AccelY,0.001
AccelZ,1.017
GyroX,-0.262
GyroY,0.298
GyroZ,0.140

133
AccelX,0.014
AccelY,-0.004
AccelZ,1.018
GyroX,-0.280
GyroY,0.175
GyroZ,0.035

134
AccelX,0.014
AccelY,-0.001
AccelZ,1.019
GyroX,-0.298
GyroY,0.245
GyroZ,0.140

135
AccelX,0.011
AccelY,-0.003
AccelZ,1.020
GyroX,-0.210
GyroY,0.210
GyroZ,0.105

136
AccelX,0.014
AccelY,-0.002
AccelZ,1.020
GyroX,-0.262
GyroY,0.157
GyroZ,0.157

137
AccelX,0.011
AccelY,-0.001
AccelZ,1.019
GyroX,-0.245
GyroY,0.245
GyroZ,0.070

138
AccelX,0.015
AccelY,0.000
AccelZ,1.018
GyroX,-0.245
GyroY,0.175
GyroZ,0.070

139
AccelX,0.013
AccelY,-0.002
AccelZ,1.017
GyroX,-0.280
GyroY,0.245
GyroZ,0.105

140
AccelX,0.012
AccelY,-0.003
AccelZ,1.018
GyroX,-0.245
GyroY,0.175
GyroZ,0.123

141
AccelX,0.012
AccelY,-0.002
AccelZ,1.018
GyroX,-0.210
GyroY,0.228
GyroZ,0.087

142
AccelX,0.012
AccelY,-0.002
AccelZ,1.018
GyroX,-0.403
GyroY,0.210
GyroZ,0.000

143
AccelX,0.015
AccelY,-0.003
AccelZ,1.019
GyroX,-0.192
GyroY,0.245
GyroZ,0.018

144
AccelX,0.014
AccelY,-0.001
AccelZ,1.021
GyroX,-0.262
GyroY,0.228
GyroZ,0.070

145
AccelX,0.010
AccelY,-0.001
AccelZ,1.018
GyroX,-0.298
GyroY,0.192
GyroZ,0.140

146
AccelX,0.013
AccelY,-0.002
AccelZ,1.017
GyroX,-0.245
GyroY,0.210
GyroZ,0.157

147
AccelX,0.015
AccelY,-0.002
AccelZ,1.019
GyroX,-0.280
GyroY,0.192
GyroZ,0.018

148
AccelX,0.014
AccelY,-0.001
AccelZ,1.019
GyroX,-0.262
GyroY,0.228
GyroZ,0.070

149
AccelX,0.011
AccelY,-0.003
AccelZ,1.018
GyroX,-0.262
GyroY,0.245
GyroZ,0.052

150
AccelX,0.013
AccelY,-0.001
AccelZ,1.021
GyroX,-0.228
GyroY,0.192
GyroZ,0.105

151
AccelX,0.014
AccelY,-0.002
AccelZ,1.018
GyroX,-0.175
GyroY,0.280
GyroZ,0.018

152
AccelX,0.010
AccelY,-0.001
AccelZ,1.021
GyroX,-0.210
GyroY,0.192
GyroZ,0.052

153
AccelX,0.011
AccelY,0.002
AccelZ,1.018
GyroX,-0.245
GyroY,0.192
GyroZ,0.140

154
AccelX,0.015
AccelY,-0.002
AccelZ,1.019
GyroX,-0.333
GyroY,0.210
GyroZ,0.140

155
AccelX,0.010
AccelY,-0.004
AccelZ,1.020
GyroX,-0.280
GyroY,0.210
GyroZ,0.035

156
AccelX,0.011
AccelY,-0.000
AccelZ,1.020
GyroX,-0.245
GyroY,0.192
GyroZ,0.070

157
AccelX,0.014
AccelY,-0.003
AccelZ,1.019
GyroX,-0.298
GyroY,0.245
GyroZ,0.140

158
AccelX,0.012
AccelY,-0.003
AccelZ,1.020
GyroX,-0.280
GyroY,0.210
GyroZ,0.087

159
AccelX,0.013
AccelY,-0.001
AccelZ,1.019
GyroX,-0.262
GyroY,0.228
GyroZ,0.157

160
AccelX,0.013
AccelY,-0.003
AccelZ,1.018
GyroX,-0.350
GyroY,0.105
GyroZ,0.035

161
AccelX,0.012
AccelY,-0.001
AccelZ,1.020
GyroX,-0.280
GyroY,0.228
GyroZ,0.087

162
AccelX,0.011
AccelY,-0.002
AccelZ,1.020
GyroX,-0.298
GyroY,0.192
GyroZ,0.123

163
AccelX,0.014
AccelY,-0.001
AccelZ,1.019
GyroX,-0.368
GyroY,0.228
GyroZ,0.123

164
AccelX,0.013
AccelY,0.001
AccelZ,1.017
GyroX,-0.245
GyroY,0.210
GyroZ,0.192

165
AccelX,0.011
AccelY,-0.001
AccelZ,1.021
GyroX,-0.280
GyroY,0.210
GyroZ,0.018

166
AccelX,0.015
AccelY,-0.000
AccelZ,1.018
GyroX,-0.210
GyroY,0.192
GyroZ,0.105

167
AccelX,0.012
AccelY,-0.000
AccelZ,1.021
GyroX,-0.210
GyroY,0.192
GyroZ,0.192

168
AccelX,0.015
AccelY,-0.002
AccelZ,1.017
GyroX,-0.315
GyroY,0.262
GyroZ,0.123

169
AccelX,0.013
AccelY,-0.002
AccelZ,1.019
GyroX,-0.228
GyroY,0.280
GyroZ,0.105

170
AccelX,0.012
AccelY,-0.004
AccelZ,1.019
GyroX,-0.280
GyroY,0.228
GyroZ,0.018

171
AccelX,0.013
AccelY,0.000
AccelZ,1.018
GyroX,-0.228
GyroY,0.262
GyroZ,0.000

172
AccelX,0.010
AccelY,-0.001
AccelZ,1.020
GyroX,-0.280
GyroY,0.175
GyroZ,0.070

173
AccelX,0.011
AccelY,-0.004
AccelZ,1.020
GyroX,-0.280
GyroY,0.140
GyroZ,0.123

174
AccelX,0.012
AccelY,-0.001
AccelZ,1.020
GyroX,-0.262
GyroY,0.245
GyroZ,-0.018

175
AccelX,0.013
AccelY,0.000
AccelZ,1.020
GyroX,-0.210
GyroY,0.157
GyroZ,0.087

176
AccelX,0.015
AccelY,-0.001
AccelZ,1.021
GyroX,-0.262
GyroY,0.262
GyroZ,0.087

177
AccelX,0.013
AccelY,-0.002
AccelZ,1.018
GyroX,-0.262
GyroY,0.245
GyroZ,0.070

178
AccelX,0.013
AccelY,-0.001
AccelZ,1.019
GyroX,-0.333
GyroY,0.280
GyroZ,-0.087

179
AccelX,0.011
AccelY,-0.001
AccelZ,1.019
GyroX,-0.262
GyroY,0.192
GyroZ,0.052

180
AccelX,0.014
AccelY,-0.001
AccelZ,1.019
GyroX,-0.280
GyroY,0.175
GyroZ,0.070

181
AccelX,0.014
AccelY,-0.003
AccelZ,1.020
GyroX,-0.245
GyroY,0.245
GyroZ,0.123

182
AccelX,0.015
AccelY,-0.003
AccelZ,1.017
GyroX,-0.403
GyroY,0.192
GyroZ,0.228

183
AccelX,0.013
AccelY,-0.003
AccelZ,1.020
GyroX,-0.175
GyroY,0.280
GyroZ,-0.070

184
AccelX,0.012
AccelY,-0.001
AccelZ,1.017
GyroX,-0.298
GyroY,0.210
GyroZ,0.123

185
AccelX,0.012
AccelY,-0.003
AccelZ,1.019
GyroX,-0.228
GyroY,0.210
GyroZ,0.105

186
AccelX,0.014
AccelY,-0.003
AccelZ,1.019
GyroX,-0.298
GyroY,0.210
GyroZ,0.018

187
AccelX,0.012
AccelY,-0.001
AccelZ,1.021
GyroX,-0.245
GyroY,0.228
GyroZ,0.052

188
AccelX,0.013
AccelY,0.000
AccelZ,1.017
GyroX,-0.280
GyroY,0.210
GyroZ,-0.070

189
AccelX,0.013
AccelY,-0.003
AccelZ,1.018
GyroX,-0.123
GyroY,0.210
GyroZ,0.140

190
AccelX,0.013
AccelY,-0.002
AccelZ,1.018
GyroX,-0.245
GyroY,0.262
GyroZ,0.192

191
AccelX,0.011
AccelY,0.000
AccelZ,1.020
GyroX,-0.262
GyroY,0.245
GyroZ,0.140

192
AccelX,0.014
AccelY,-0.001
AccelZ,1.020
GyroX,-0.245
GyroY,0.228
GyroZ,0.087

193
AccelX,0.012
AccelY,0.000
AccelZ,1.020
GyroX,-0.298
GyroY,0.175
GyroZ,0.087

194
AccelX,0.011
AccelY,0.000
AccelZ,1.019
GyroX,-0.315
GyroY,0.262
GyroZ,0.018

195
AccelX,0.011
AccelY,-0.000
AccelZ,1.022
GyroX,-0.157
GyroY,0.210
GyroZ,0.140

196
AccelX,0.010
AccelY,0.000
AccelZ,1.019
GyroX,-0.228
GyroY,0.228
GyroZ,0.105

197
AccelX,0.014
AccelY,-0.003
AccelZ,1.018
GyroX,-0.262
GyroY,0.192
GyroZ,-0.123

198
AccelX,0.011
AccelY,-0.005
AccelZ,1.019
GyroX,-0.262
GyroY,0.210
GyroZ,0.262

199
AccelX,0.015
AccelY,-0.003
AccelZ,1.018
GyroX,-0.350
GyroY,0.280
GyroZ,0.157

200
AccelX,0.011
AccelY,-0.000
AccelZ,1.019
GyroX,-0.298
GyroY,0.245
GyroZ,0.105

201
AccelX,0.012
AccelY,-0.000
AccelZ,1.018
GyroX,-0.298
GyroY,0.262
GyroZ,0.052

202
AccelX,0.013
AccelY,-0.001
AccelZ,1.018
GyroX,-0.298
GyroY,0.192
GyroZ,0.123

203
AccelX,0.014
AccelY,-0.003
AccelZ,1.020
GyroX,-0.245
GyroY,0.140
GyroZ,0.105

204
AccelX,0.013
AccelY,-0.002
AccelZ,1.019
GyroX,-0.315
GyroY,0.298
GyroZ,0.070

205
AccelX,0.012
AccelY,0.000
AccelZ,1.022
GyroX,-0.280
GyroY,0.210
GyroZ,0.157

206
AccelX,0.012
AccelY,-0.002
AccelZ,1.020
GyroX,-0.280
GyroY,0.192
GyroZ,0.140

207
AccelX,0.015
AccelY,-0.003
AccelZ,1.018
GyroX,-0.315
GyroY,0.210
GyroZ,-0.018

208
AccelX,0.012
AccelY,-0.001
AccelZ,1.019
GyroX,-0.333
GyroY,0.245
GyroZ,0.087

209
AccelX,0.011
AccelY,-0.004
AccelZ,1.018
GyroX,-0.192
GyroY,0.210
GyroZ,0.157

210
AccelX,0.013
AccelY,0.000
AccelZ,1.019
GyroX,-0.368
GyroY,0.192
GyroZ,0.175

211
AccelX,0.015
AccelY,0.001
AccelZ,1.018
GyroX,-0.280
GyroY,0.210
GyroZ,0.018

212
AccelX,0.014
AccelY,-0.003
AccelZ,1.019
GyroX,-0.315
GyroY,0.228
GyroZ,0.105

213
AccelX,0.013
AccelY,-0.002
AccelZ,1.019
GyroX,-0.262
GyroY,0.228
GyroZ,0.035

214
AccelX,0.010
AccelY,-0.003
AccelZ,1.018
GyroX,-0.210
GyroY,0.262
GyroZ,0.035

215
AccelX,0.013
AccelY,-0.002
AccelZ,1.020
GyroX,-0.175
GyroY,0.175
GyroZ,0.123

216
AccelX,0.012
AccelY,-0.003
AccelZ,1.020
GyroX,-0.298
GyroY,0.140
GyroZ,0.123

217
AccelX,0.013
AccelY,-0.004
AccelZ,1.019
GyroX,-0.262
GyroY,0.175
GyroZ,0.123

218
AccelX,0.013
AccelY,-0.001
AccelZ,1.020
GyroX,-0.245
GyroY,0.210
GyroZ,0.105

219
AccelX,0.012
AccelY,-0.003
AccelZ,1.020
GyroX,-0.262
GyroY,0.157
GyroZ,0.105

220
AccelX,0.013
AccelY,0.000
AccelZ,1.017
GyroX,-0.315
GyroY,0.210
GyroZ,0.018

221
AccelX,0.015
AccelY,-0.002
AccelZ,1.020
GyroX,-0.192
GyroY,0.228
GyroZ,0.245

222
AccelX,0.013
AccelY,-0.001
AccelZ,1.019
GyroX,-0.333
GyroY,0.192
GyroZ,0.210

223
AccelX,0.012
AccelY,-0.004
AccelZ,1.019
GyroX,-0.280
GyroY,0.210
GyroZ,0.140

224
AccelX,0.010
AccelY,-0.003
AccelZ,1.016
GyroX,-0.368
GyroY,0.140
GyroZ,0.210

225
AccelX,0.016
AccelY,0.000
AccelZ,1.018
GyroX,-0.298
GyroY,0.262
GyroZ,0.105

226
AccelX,0.013
AccelY,0.000
AccelZ,1.020
GyroX,-0.245
GyroY,0.245
GyroZ,0.280

227
AccelX,0.010
AccelY,-0.003
AccelZ,1.020
GyroX,-0.350
GyroY,0.157
GyroZ,-0.035

228
AccelX,0.013
AccelY,-0.001
AccelZ,1.017
GyroX,-0.245
GyroY,0.175
GyroZ,0.123

229
AccelX,0.013
AccelY,-0.000
AccelZ,1.018
GyroX,-0.210
GyroY,0.228
GyroZ,0.175

230
AccelX,0.015
